RunName,SpoligoType(MiruHero),SpoligoType(Spotyping),MiruType(MiruHero),MiruType(mirureader),Lineage(MiruHero),Lineages(tb-profiler),Resistance(tb-profiler),Family(SpolLineages)
GCA_001379935.1_7755_3_66_genomic,000000000003771,000000000003771,213222121221211221122122,212113232223222121322212,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001386295.1_7935_3_61_genomic,000000000003771,000000000003771,212222142222211222112122,2121222222232221-23222-2,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001390295.1_8939_3_23_genomic,765775717740361,765775717740361,1-21111311212-11--111-14,11201-121122111131214-02,Euro-American,lineage4.8,ND,T1
GCA_001394175.1_6540_1_21_genomic,000033774035400,000033774035400,111111-212-12--1---11--2,101111121-22111021122-01,Cannot be determined,La1.8.1,pyrazinamide(R),BOV_4-CAPRAE
GCA_001390495.1_8939_3_54_genomic,000000000003151,000000000003151,2--1111112-21-11--11-1-1,212022121-11211111121-01,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001380395.1_7755_5_90_genomic,000000000003771,000000000003771,222225151322311221112113,212-222222332251-1233212,East Asian,lineage2.2.1,ND,Beijing
GCA_001388175.1_8939_3_10_genomic,000000000003771,000000000003771,2-1212-111-23111-11-1112,212021211-33222011212-11,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001389775.1_8939_3_43_genomic,000000000001571,000000000001571,2-22211111211-11--1-1-11,212012212-12111111211-02,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001380215.1_7755_3_64_genomic,000000000003771,000000000003771,213222121323212432111212,213133222-223221212323-2,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001397935.1_6174_1_11_genomic,000000000000000,000000000000000,1-221-1111-13-11--11--11,112012221-31111111-11--1,Cannot be determined,lineage3.1.2.1,streptomycin(R),ATYPICAL
GCA_001392755.1_6570_6_3_genomic,000000000003771,000000000003771,2211211111222112-1211111,2222211222222211-1211-12,East Asian,lineage2.2.1,ND,Beijing
GCA_001394155.1_6540_7_22_genomic,000000000000011,000000000000011,1--2221121221--1--1-1-12,111021212-12112112212-02,East Asian,lineage4.3.3,ND,Beijing
GCA_001381515.1_7841_7_57_genomic,774777777420771,774777777420771,234212113222211222112122,212-24221223222113322--2,Euro-American,lineage4.2.1,isoniazid(R),Ural-1
GCA_001388715.1_8939_3_59_genomic,421200003740751,421200003740751,1-22211122-12-12-------2,112012212221111112122-01,Euro-American,lineage4.3.3,ND,T1
GCA_001392735.1_6570_7_24_genomic,777777777760771,777777777760771,2111211111212-2211111212,213111122222311111212112,Euro-American,lineage4.1.2.1,ND,T1
GCA_001379535.1_7841_7_90_genomic,000000000003771,000000000003771,223223121321211421122122,212-13232-23223121332212,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001386915.1_8898_8_92_genomic,233416777660521,233416777660521,2-11141112211---1-11-111,211011121-11214111221102,Euro-American,lineage4.8,streptomycin(R),X1
GCA_001382835.1_7755_3_59_genomic,000000000003771,000000000003771,2222221222212114-2121212,212212232-22322122222--2,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001390755.1_8987_4_81_genomic,237366777740031,237366777740031,---1121121-22-11--1--112,112022111-31-12112212-01,Euro-American,lineage4.1.2,ethionamide(R),X1
GCA_001390515.1_8987_4_83_genomic,000000000003731,000000000003731,1111111522213-11--112-11,1121111211331111-2221-02,East Asian,lineage2.2.1,ND,Beijing
GCA_001383615.1_7755_5_73_genomic,000000000003771,000000000003771,212222121322211411111122,212122222-22222121332--2,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001382375.1_7841_6_47_genomic,000000000003771,000000000003771,212224122222212211111212,213122222222324122222-12,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001395395.1_6540_1_4_genomic,400000000000000,400000000000000,2-11121322-11-111-11---3,212-1-121-1-11--32-2-1-1,East-African Indian,lineage4.3.4.2.1,ND,BOV
GCA_001381275.1_7755_2_43_genomic,000000000003771,000000000003771,213222121321212221112122,213113222223222121332--2,East Asian,lineage2.2.1,ND,Beijing
GCA_001386895.1_8987_5_13_genomic,000000000003671,000000000003671,2--112-21--13--22-131-12,211011141-32212021212201,East Asian,lineage2.2.1,ND,Beijing
GCA_001396775.1_6280_4_11_genomic,703375400001751,703375400001751,21-22---1--2--112-1-11-1,21-1222121-22110111212-1,East-African Indian,lineage3.1.1,ND,CAS1-Kili
GCA_001383755.1_7156_7_71_genomic,000000000003771,000000000003771,212222121222211211211122,222122222222222121322-12,East Asian,lineage2.2.1,ND,Beijing
GCA_001380375.1_7755_4_14_genomic,000000000003771,000000000003771,212222152221312421111112,213112222-322221-2222212,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001391775.1_6540_6_8_genomic,460040036000201,460040036000201,1122121-22221--1-1121--1,111121231-121121221-1-12,Euro-American,lineage1.1.2,rifampicin(R),Unknown
GCA_001394415.1_6570_8_24_genomic,777777777760771,777777777760771,223125-212212322-1211113,22321312-222245021223-12,Euro-American,lineage4.8.1,ND,T1
GCA_001391375.1_6540_7_3_genomic,177700000000011,177700000000011,1-21211122211111---1-112,102012122-11221112222-02,Euro-American,lineage4.1.2.1,ND,Unknown
GCA_001392715.1_6540_5_17_genomic,000002770000000,000002770000000,222211-112221-11--111--1,212222221-121111-1121-02,Euro-American,lineage4.1.1,ND,BOV_4-CAPRAE
GCA_001395515.1_6540_8_23_genomic,777700000000171,777700000000171,1-11121111-23-21--1-1--1,113021111-32112111111-11,Euro-American,lineage4.1.1.3.1,ND,Unknown
GCA_001379295.1_7755_5_86_genomic,000000000003771,000000000003771,222225151321211421111112,212-12222-222251-1232--2,East Asian,lineage2.2.1,ND,Beijing
GCA_001381455.1_7841_7_95_genomic,000000000003771,000000000003771,212225132323212211121112,213132232222225132232--2,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001378795.1_7769_7_44_genomic,000000000003771,000000000003771,232225123322211521112112,212-22222-23225123232212,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001386115.1_7755_5_56_genomic,777760007760771,777760007760771,112223121222211211112-12,112122222223123121222312,Euro-American,lineage4.3.3,ND,LAM-RUS
GCA_001389515.1_8939_3_76_genomic,627377776440751,627377776440751,1-11121121211111--11-1-5,11201112111122211211--02,Euro-American,lineage4.8,rifampicin(R),T1
GCA_001387235.1_8987_5_18_genomic,714777737020071,714777737020071,1-2222-111-221113111-1-1,112022222121222011111-11,Euro-American,lineage4.2.1,ofloxacin(R),H3
GCA_001390595.1_8939_3_47_genomic,000000000003471,000000000003471,2122121121221--1--1-1-11,211122211-12112112211-02,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001378515.1_7769_7_25_genomic,000000000003771,000000000003771,212222132323212222122112,213132232223222132232222,East Asian,lineage2.2.1,ND,Beijing
GCA_001378935.1_7769_7_43_genomic,774777777420771,774777777420771,214125113222211222212122,222124122223225113322-22,Euro-American,lineage4.2.1,isoniazid(R),Ural-1
GCA_001384655.1_7841_7_64_genomic,774777777420771,774777777420771,234212113221211221122112,212-1-231223222113222-12,Euro-American,lineage4.2.1,isoniazid(R),Ural-1
GCA_001395955.1_7054_1_29_genomic,741277754340771,741277754340771,11-11113222221-11-1111-2,111122121122221122122102,Euro-American,lineage4.8.2,ND,T5
GCA_001379335.1_7841_6_34_genomic,000000000003771,000000000003771,213222121322212311112112,213123222-23222121232--2,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001394795.1_6540_1_18_genomic,600000074000000,600000074000000,1--2111112-11--1--111--1,111012221-121111-1121-01,Euro-American,lineage4.1.1,ND,BOV
GCA_001380495.1_7841_6_30_genomic,000000000003771,000000000003771,22222515122131133-111122,212-12222-322251-1322-02,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001394755.1_6570_5_1_genomic,703377400001771,703377400001771,2121211113311-1211212112,222112122213211111232113,East-African Indian,lineage3.1.1,ND,CAS1-Kili
GCA_001386495.1_7935_3_95_genomic,000000000000000,000000000000000,------------------------,------------------------,Cannot be determined,lineage4.9,ND,ATYPICAL
GCA_001387975.1_8987_5_34_genomic,633703606740371,633703606740371,2-2111121--11--1--1-1-12,211012111112111121212-01,Euro-American,lineage4.3.4.2,ND,LAM
GCA_001384675.1_7755_5_78_genomic,777777774020771,777777774020771,213322122222211231111123,212123322222222122323--2,Euro-American,lineage4.1.2.1,ND,H1
GCA_001388015.1_8987_5_6_genomic,000000000003771,000000000003771,1--2211222-23--12-----12,101023212131111112222201,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001383915.1_7755_4_33_genomic,000000000003771,000000000003771,222222141322211421112112,212222222-23222141232--2,East Asian,lineage2.2.1,ND,Beijing
GCA_001379255.1_7156_6_44_genomic,777777777760771,777777777760771,212125122322211121111112,212122122122225122232-12,Euro-American,lineage4.8,ND,T1
GCA_001383335.1_7755_2_29_genomic,000000000003771,000000000003771,213222122222212411121122,213123232322222122322-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001378295.1_6954_8_83_genomic,777760007760771,777760007760771,112223122222211121212-12,122122222123123122222412,Euro-American,lineage4.3.3,ND,LAM-RUS
GCA_001378135.1_6954_1_62_genomic,000000000003771,000000000003771,233222121221211231121122,212-13232222222121322312,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001384455.1_7156_7_82_genomic,000000000003771,000000000003771,212222132322212231121112,213122232222222132232-12,East Asian,lineage2.2.1,ND,Beijing
GCA_001391715.1_6540_7_5_genomic,753634706340730,753634706340730,1--121-122-111-1-1111111,111012122112221012221-11,Euro-American,lineage4.8.2,ND,T2-Uganda
GCA_001379855.1_7841_6_15_genomic,000000007743771,000000007743771,222125142223211222121122,212232132222225142322--2,East-African Indian,lineage2,rifampicin(R),Unknown
GCA_001385935.1_7755_3_49_genomic,777600003760771,777600003760771,1222131222211111-1112-12,112212221113123122222-12,Euro-American,lineage4.3.3,ND,T1
GCA_001392335.1_6570_6_5_genomic,000000000003771,000000000003771,2211211113312112-1111212,2122111222223211-1232--3,East Asian,lineage2.2.1,ND,Beijing
GCA_001379575.1_7841_6_36_genomic,000000000003771,000000000003771,222222121222211211112113,212-22222223222121223-12,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001392675.1_6540_5_16_genomic,000000000000000,000000000000000,2-1111-312222-21-112---1,213021131-2-111031121-12,Cannot be determined,lineage4.1.1,ND,ATYPICAL
GCA_001393895.1_6540_2_13_genomic,601137751700341,601137751700341,1111221111222--1--111--2,111121122-221121-1112-02,Euro-American,lineage4.8.2,ND,Unknown
GCA_001384955.1_7156_6_6_genomic,704777777420771,704777777420771,214222113221212221112112,213114222223222113222-12,Euro-American,lineage4.2.1,rifampicin(R),Ural-1
GCA_001387715.1_8939_3_56_genomic,000000000003351,000000000003351,21-1111111-1------1----2,211112111--1111111112-01,East Asian,lineage2.2.1,ND,Beijing
GCA_001384635.1_7156_7_84_genomic,000000000003771,000000000003771,212222131322212411112112,213122222-23222131232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001387175.1_8987_5_38_genomic,253760003760771,253760003760771,1-2121-122-111112-111--2,112012122112121012122201,Euro-American,lineage4.3.3,ND,LAM-RUS
GCA_001378355.1_6954_7_36_genomic,000000000003771,000000000003771,212212141221311231512112,2-2112221-3322-1-1222312,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001379835.1_7156_7_49_genomic,777777777760771,777777777760771,212125122321211221112112,212112122223225122232212,Euro-American,lineage4.8,ND,T1
GCA_001388755.1_8987_4_19_genomic,000000000003771,000000000003771,1-11211111-22-122-1-11-2,112021112-22211111112201,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001393075.1_6570_5_21_genomic,703777740000371,703777740000371,2222121112221-12-12111-2,2222222212122121-1122-12,East-African Indian,lineage3.1.2.2,ND,CAS
GCA_001378895.1_7755_5_61_genomic,000000000003771,000000000003771,222222122322211321112112,212222222-232221222322-2,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001384695.1_7769_8_62_genomic,000000000003771,000000000003771,212212142222211221212222,2221222212233221-2322212,East Asian,lineage2.2.1,ND,Beijing
GCA_001384595.1_7755_3_74_genomic,000000000003771,000000000003771,212222131221212431111112,213112222-22222131222312,East Asian,lineage2.2.1,ND,Beijing
GCA_001390175.1_8898_8_95_genomic,000000000003371,000000000003371,2-12221122-23-11-11-1-12,212021212-32112112222-11,East Asian,lineage2.2.1,ND,Beijing
GCA_001384795.1_7769_8_63_genomic,000000000003771,000000000003771,232212122322211421211112,222322221-22222122232-12,East Asian,lineage2.2.1,ND,Beijing
GCA_001392555.1_6570_8_2_genomic,777777777760771,777777777760771,2211211122222112112121-2,222221122223221112122112,Euro-American,lineage4.1.2.1,ND,T1
GCA_001379995.1_7769_7_42_genomic,000000000003771,000000000003771,222222121323211321112122,212-32222323222121332212,East Asian,lineage2.2.1,ND,Beijing
GCA_001397075.1_6174_8_10_genomic,703375400001051,703375400001051,1-11211111-1--1111--11-2,10201-1111-22111111121-1,East-African Indian,lineage3.1.1,ND,CAS1-Kili
GCA_001393275.1_6570_8_19_genomic,777737777760771,777737777760771,2211211211211121-1211112,223211122112221121212-12,Euro-American,lineage4,ND,T3
GCA_001385235.1_7755_5_83_genomic,000000000003771,000000000003771,2122221223212122-1112112,213112222223222123232-12,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001386995.1_8987_4_27_genomic,000000000003771,000000000003771,---2211221-21--1--1-11-2,011021212-12211122112-01,East Asian,lineage2.2.1,ND,Beijing
GCA_001383015.1_7156_6_37_genomic,777737777420771,777737777420771,216222113222211221122112,212126232223222113222212,Euro-American,lineage4.2.1.1,ND,Ural-1
GCA_001380795.1_7314_8_82_genomic,000000000003771,000000000003771,212222141322211231221122,2221222322222221413323-2,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001380095.1_7769_7_28_genomic,000000000003771,000000000003771,212222123323211421221114,222132232-2222212323--12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001383215.1_7755_5_69_genomic,777000000000371,777000000000371,1222141212211112121-3-22,112212211214124121322-22,Euro-American,lineage4.3.3,ND,Unknown
GCA_001381355.1_7755_4_15_genomic,000000000003771,000000000003771,223222131321111411121212,212-13232-12322131232-12,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001382915.1_7755_3_58_genomic,000000000003771,000000000003771,213222122321412412112112,213113222--3222122232-22,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001391815.1_6570_7_20_genomic,777676777760601,777676777760601,211122111221111111212112,2221111221132221-1222112,Euro-American,lineage4.1.1,ND,X2
GCA_001379355.1_7156_7_62_genomic,676377737760771,676377737760771,2122241312222-21221-1112,213122212122214131222-22,Euro-American,lineage4.4.1.1,ND,S
GCA_001386975.1_8898_8_67_genomic,000000000003771,000000000003771,2111121322221111--1-11-1,212121111-12222132121-02,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001386435.1_7935_3_91_genomic,000000000003771,000000000003771,213222122322211221111112,212123222222222122232212,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001394675.1_6540_8_12_genomic,777762000000611,777762000000611,--1212-211--3--11-1-1--1,111021211-331120-11111-1,Euro-American,lineage4.1.1.3.1,ND,Unknown
GCA_001382175.1_7755_2_34_genomic,000000000003771,000000000003771,212222121322212411112212,213122222-23322121232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001396995.1_6174_6_12_genomic,701077540002751,701077540002751,111211-21--11111-11-1112,112111311112221121212-11,East-African Indian,lineage3,ND,CAS
GCA_001388935.1_8939_3_84_genomic,000000000003761,000000000003761,2-12211121211-11-1111--1,212011222-12111112111-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001380935.1_7841_6_31_genomic,000000000003771,000000000003771,213212121322211321211113,222123221-22222121233212,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001378655.1_7769_7_45_genomic,000000000003771,000000000003771,232225121321211421111212,212-12222-22325121232212,East Asian,lineage2.2.1,streptomycin(R),Beijing
GCA_001397215.1_6280_3_8_genomic,503005000001201,503005000001201,1-111-1122-111121--1--12,1020111222111211122221-1,East-African Indian,lineage3.1.1,ND,CAS
GCA_001385615.1_7314_8_73_genomic,000000000003771,000000000003771,212222131222212431111122,213122222-22222131322312,East Asian,lineage2.2.1,ND,Beijing
GCA_001378555.1_7156_7_69_genomic,000000000003771,000000000003771,222222123322212321111112,213-22222-22222123232212,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001394595.1_7054_2_83_genomic,512665767660771,512665767660771,2-21111111-11-112-11-1-1,2120121211112111111112-1,Euro-American,lineage4.2.2,ND,T1
GCA_001378235.1_6954_8_64_genomic,000000000003771,000000000003771,213222131322212211111112,213123222-22222131232-12,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001391135.1_8939_3_18_genomic,537275770020671,537275770020671,2-1211-111-12-123-111-12,212011221222111011212-01,Euro-American,lineage4.1.2.1,rifampicin(R),H3
GCA_001383595.1_7769_8_57_genomic,000000000003771,000000000003771,222222142322211421112112,212222222-232221422322-2,East Asian,lineage2.2.1,ofloxacin(R),Beijing
GCA_001396115.1_6540_6_13_genomic,601014000000731,601014000000731,1--1121122-21111--111-11,11202-121-12122112221-01,East-African Indian,lineage3.1.1,ND,Unknown
GCA_001378575.1_7841_7_88_genomic,777777777760771,777777777760771,1122251222222123212-1122,1231222223222251223222-2,Euro-American,lineage4.8,ND,T1
GCA_001380475.1_7156_6_11_genomic,000000000003771,000000000003771,2222221213212123-1112112,213212222-23222121232-12,East Asian,lineage2.2.1,ND,Beijing
GCA_001391295.1_8987_4_34_genomic,000000000003571,000000000003571,1-11121112211--1--111-11,111011121-12112111221-02,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001384475.1_7769_8_60_genomic,774777777420771,774777777420771,213122113221311222311114,2-211312223222211322---2,Euro-American,lineage4.2.1,rifampicin(R),Ural-1
GCA_001382755.1_7755_3_55_genomic,000000000003771,000000000003771,213223121322211532112112,212123222-23223121232--2,East Asian,lineage2.2.1,rifampicin(R),Beijing
GCA_001384395.1_7769_7_8_genomic,000000000003771,000000000003771,212212121222211531112122,212122221-23222121322312,East Asian,lineage2.2.1,streptomycin(R),Beijing
